# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,logit.year.fillout,logit.exponent,year.fillout,share.weight,apply.to,from.year,to.year,interpolation.function,logit.type
USA,traded othergrain,EU-12 traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,EU-15 traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Europe_Eastern traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Europe_Non_EU traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,European Free Trade Association traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,India traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Indonesia traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Japan traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Mexico traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Middle East traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Pakistan traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Russia traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,South Africa traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,South America_Northern traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,South America_Southern traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,South Asia traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,South Korea traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Southeast Asia traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Taiwan traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Argentina traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded othergrain,Colombia traded othergrain,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,USA traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Africa_Eastern traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Africa_Northern traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Africa_Southern traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Africa_Western traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Australia_NZ traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Brazil traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Canada traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Central America and Caribbean traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Central Asia traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,China traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,EU-12 traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,EU-15 traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Europe_Eastern traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Europe_Non_EU traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,European Free Trade Association traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,India traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Indonesia traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Japan traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Mexico traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Middle East traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Pakistan traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Russia traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,South Africa traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,South America_Northern traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,South America_Southern traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,South Asia traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,South Korea traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Southeast Asia traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Taiwan traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Argentina traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded palmfruit,Colombia traded palmfruit,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,USA traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Africa_Eastern traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Africa_Northern traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Africa_Southern traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Africa_Western traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Australia_NZ traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Brazil traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Canada traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Central America and Caribbean traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Central Asia traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,China traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,EU-12 traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,EU-15 traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Europe_Eastern traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Europe_Non_EU traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,European Free Trade Association traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,India traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Indonesia traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Japan traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Mexico traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Middle East traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Pakistan traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Russia traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,South Africa traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,South America_Northern traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,South America_Southern traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,South Asia traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,South Korea traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Southeast Asia traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Taiwan traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Argentina traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded rice,Colombia traded rice,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,USA traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Africa_Eastern traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Africa_Northern traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Africa_Southern traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Africa_Western traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Australia_NZ traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Brazil traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Canada traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Central America and Caribbean traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Central Asia traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,China traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,EU-12 traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,EU-15 traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Europe_Eastern traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Europe_Non_EU traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,European Free Trade Association traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,India traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Indonesia traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Japan traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Mexico traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Middle East traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Pakistan traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Russia traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,South Africa traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,South America_Northern traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,South America_Southern traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,South Asia traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,South Korea traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Southeast Asia traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Taiwan traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Argentina traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded roottuber,Colombia traded roottuber,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,USA traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Africa_Eastern traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Africa_Northern traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Africa_Southern traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Africa_Western traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Australia_NZ traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Brazil traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Canada traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Central America and Caribbean traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Central Asia traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,China traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,EU-12 traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,EU-15 traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,traded sugarcrop,Europe_Eastern traded sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
